,id,const,created,modified,description,title,url,title_type,imdb_rating,runtime,year,genres,num_votes,release_date,directors
623,624,tt1183276,2019-10-23,2019-10-23,"An end of the world battle between gangsters, cops and zombies.",La horde,https://www.imdb.com/title/tt1183276/,movie,5.9,90.0,2009,"Action, Horror",15961,2009-08-28,"Yannick Dahan, Benjamin Rocher"
624,625,tt1291570,2019-10-28,2019-10-28,Psychic John Clancy (Sir Anthony Hopkins) works with the F.B.I. in order to hunt down a serial killer.,Solace,https://www.imdb.com/title/tt1291570/,movie,6.4,101.0,2015,"Crime, Drama, Mystery, Thriller",65037,2015-09-03,Afonso Poyart
625,626,tt0377100,2019-10-28,2019-10-28,"Billy Ray Lansing, a former covert agent turned survivalist, discovers that the foster program he is using to help a young girl is actually a human trafficking network. Lancing heads overseas to find the girl and shut down the ope...",Out of Reach,https://www.imdb.com/title/tt0377100/,video,4.0,86.0,2004,"Action, Crime, Drama, Romance, Thriller",5059,2004-07-20,Po-Chih Leong
626,627,tt0103776,2019-11-02,2019-11-02,"While Batman deals with a deformed man calling himself the Penguin wreaking havoc across Gotham with the help of a cruel businessman, a female employee of the latter becomes the Catwoman with her own vendetta.",Batman Returns,https://www.imdb.com/title/tt0103776/,movie,7.1,126.0,1992,"Action, Crime, Fantasy",311270,1992-06-16,Tim Burton
627,628,tt0455583,2019-11-02,2019-11-02,"While attempting to find a research facility on an island, a group of activists discovers two giant creatures that have escaped the facility.",Komodo vs. Cobra,https://www.imdb.com/title/tt0455583/,tvMovie,2.7,94.0,2005,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",2223,2005-08-19,Jim Wynorski
628,629,tt0215960,2019-12-09,2019-12-09,A family infiltrates a sinister carnival where their son mysteriously disappeared.,Malatesta's Carnival of Blood,https://www.imdb.com/title/tt0215960/,movie,5.4,78.0,1973,Horror,860,1973-12-31,Christopher Speeth
629,630,tt0305357,2019-12-12,2019-12-12,The Angels investigate a series of murders which occur after the theft of a witness protection profile database.,Charlie's Angels: Full Throttle,https://www.imdb.com/title/tt0305357/,movie,4.9,106.0,2003,"Action, Adventure, Comedy, Crime",129698,2003-06-18,McG
630,631,tt0097388,2019-12-15,2019-12-15,"Jason Voorhees is accidentally awakened from his watery grave, and he ends up stalking a ship full of graduating high school students headed to Manhattan, NY.",Friday the 13th Part VIII: Jason Takes Manhattan,https://www.imdb.com/title/tt0097388/,movie,4.5,100.0,1989,"Adventure, Horror, Thriller",39874,1989-07-28,Rob Hedden
631,632,tt8106534,2019-12-22,2019-12-22,"Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.",6 Underground,https://www.imdb.com/title/tt8106534/,movie,6.1,128.0,2019,"Action, Thriller",182529,2019-12-10,Michael Bay
632,633,tt0449089,2019-12-31,2019-12-31,"Bob Munro and his dysfunctional family rent an RV for a road trip to the Colorado Rockies, where they ultimately have to contend with a bizarre community of campers.",RV,https://www.imdb.com/title/tt0449089/,movie,5.6,99.0,2006,"Adventure, Comedy, Family",61401,2006-04-28,Barry Sonnenfeld
633,634,tt0075838,2020-01-02,2020-01-02,"A newly hired housekeeper arrives to her employer&apos;s house in the countryside. She slowly discovers that the only child in the house, an eleven-year-old girl, hides a deadly secret.",The Child,https://www.imdb.com/title/tt0075838/,movie,4.9,82.0,1977,Horror,1314,1977-03-31,Robert Voskanian
634,635,tt0077382,2020-01-03,2020-01-03,"An Egyptian sarcophagus that is cargo on a pleasure cruise ship has a secret - it contains the son of Satan, and its effects start to make the ship&apos;s passengers behave strangely.",Cruise Into Terror,https://www.imdb.com/title/tt0077382/,tvMovie,5.0,100.0,1978,"Thriller, Horror",310,1978-02-03,Bruce Kessler
635,636,tt0074279,2020-01-03,2020-01-03,"Racing across the country from L.A. to New York, a plethora of exotic cars carry contestants hoping to win a very large sum.",Cannonball,https://www.imdb.com/title/tt0074279/,movie,5.5,93.0,1976,"Action, Comedy, Crime, Drama, Thriller",4861,1976-09-08,Paul Bartel
636,637,tt0074226,2020-01-11,2020-01-11,"A bizarre series of murders begins in Los Angeles, where people start going bald and then become homicidal maniacs. But could the blame rest on a particularly dangerous form of LSD called Blue Sunshine the murderers took ten years...",Blue Sunshine,https://www.imdb.com/title/tt0074226/,movie,6.0,94.0,1977,"Horror, Thriller",3045,1977-09-03,Jeff Lieberman
637,638,tt0063240,2020-01-14,2020-01-14,"The captain, crew, and passengers of an old freighter-all of them with dark secrets to keep-find themselves adrift in a mysterious land full of monsters, conquistadors, and killer seaweed.",The Lost Continent,https://www.imdb.com/title/tt0063240/,movie,5.5,89.0,1968,Adventure,2078,1968-06-19,"Leslie Norman, Michael Carreras"
638,639,tt0038129,2020-01-16,2020-01-16,"A number of swamp land men have died by strangulation and the inhabitants believe that an innocent man they hanged is seeking revenge on all of the male descendants of those responsible for his death. Maria, granddaughter of the g...",Strangler of the Swamp,https://www.imdb.com/title/tt0038129/,movie,6.1,59.0,1946,"Drama, Fantasy, Horror, Romance",655,1946-01-01,Frank Wisbar
639,640,tt0072225,2020-01-16,2020-01-16,"When her boyfriend is murdered by gangsters, Sugar Hill decides not to get mad, but BAD! She entreats voodoo queen Mama Maitresse to call on Baron Samedi, Lord of the Dead, for help with a gruesome revenge. In exchange for Sugar&apos;s...",Sugar Hill,https://www.imdb.com/title/tt0072225/,movie,5.8,91.0,1974,"Action, Crime, Horror",2161,1974-02-06,Paul Maslansky
640,641,tt0050084,2020-01-16,2020-01-16,"The first U.S. spaceship to Venus crash-lands off the coast of Sicily on its return trip. A dangerous, lizard-like creature comes with it and quickly grows gigantic.",20 Million Miles to Earth,https://www.imdb.com/title/tt0050084/,movie,6.3,82.0,1957,"Adventure, Family, Fantasy, Horror, Sci-Fi, Thriller",7564,1957-06-30,Nathan Juran
641,642,tt0088392,2020-01-16,2020-01-16,An army experiment in submarine communications falls foul of the deadly secret hidden deep within the cave system housing their transmitter.,What Waits Below,https://www.imdb.com/title/tt0088392/,movie,4.7,88.0,1984,"Action, Horror",518,1984-11-19,Don Sharp
642,643,tt0102614,2020-01-17,2020-01-17,The gruesome murder of a Brooklyn Detective will turn the case into a personal vendetta when the deceased&apos;s best friend and fellow officer will unleash an all-out attack against a psychotic Mafia enforcer&apos;s brutal gang.,Out for Justice,https://www.imdb.com/title/tt0102614/,movie,6.1,91.0,1991,"Action, Crime, Drama, Thriller",24656,1991-04-12,John Flynn
643,644,tt0100029,2020-01-17,2020-01-17,An Ex-French Soldier begins participating in underground street fights in order to make money for his brother&apos;s family.,Lionheart,https://www.imdb.com/title/tt0100029/,movie,6.2,108.0,1990,"Action, Crime, Drama, Sport",37513,1990-08-01,Sheldon Lettich
644,645,tt0110657,2020-01-17,2020-01-17,Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.,The Next Karate Kid,https://www.imdb.com/title/tt0110657/,movie,4.5,107.0,1994,"Action, Drama, Family, Romance, Sport",32023,1994-08-03,Christopher Cain
645,646,tt0093843,2020-01-17,2020-01-17,A video store clerk stumbles onto an alien plot to take over Earth by brain-washing people with a bad &apos;50s science fiction movie. He and his friend must find a way to stop the aliens before the tapes can be distributed worldwide.,Remote Control,https://www.imdb.com/title/tt0093843/,movie,5.5,88.0,1988,"Comedy, Romance, Sci-Fi, Thriller",1065,1988-02-26,Jeff Lieberman
646,647,tt0092532,2020-01-17,2020-01-17,"A nerdy young woman with a childish voice travels to Africa looking for her missing archaeologist father, and stumbles into a strange subterranean civilization.",Alien from L.A.,https://www.imdb.com/title/tt0092532/,movie,3.1,87.0,1988,"Adventure, Comedy, Sci-Fi",4169,1988-02-26,Albert Pyun
647,648,tt0100261,2020-01-17,2020-01-17,"Scientists poison the water supply of a small town, turning the residents into homicidal maniacs who kill each other and anybody who passes through.",Nightmare at Noon,https://www.imdb.com/title/tt0100261/,movie,4.9,96.0,1988,"Action, Sci-Fi, Horror",2065,1988-07-29,Nico Mastorakis
648,649,tt0493404,2020-01-17,2020-01-17,Claustrophobic thriller about a team of vampire hunters who infiltrate a nest of undead to rescue one of their own.,Brotherhood of Blood,https://www.imdb.com/title/tt0493404/,movie,3.5,88.0,2007,"Horror, Thriller",3324,2007-10-11,"Peter Scheerer, Michael Roesch"
649,650,tt0088752,2020-01-17,2020-01-17,"Survivors of a shipwreck wash up on an island, and run into small vicious creatures.",Attack of the Beast Creatures,https://www.imdb.com/title/tt0088752/,movie,4.2,82.0,1985,Horror,624,1985-07-12,Michael Stanley
650,651,tt0106215,2020-01-17,2020-01-17,"In a future ruled by attractive people, mutant terrorists kidnap a rich man&apos;s daughter to claim rights for the ugly. Escaping police, the mutant leader crashes into a planet of crazy miners where no women live.",Acción mutante,https://www.imdb.com/title/tt0106215/,movie,6.4,93.0,1993,"Comedy, Fantasy, Sci-Fi, Thriller",5489,1993-01-18,Álex de la Iglesia
651,652,tt0097285,2020-01-22,2020-01-22,"Anibal, Mudok, Félix and M-30 are ex-members of a US Commando unit in the Vietnam War. Wanted by the police all over the world, they survive as a soldiers of fortune. This time, they are going to help his old friend in his fight a...",El equipo Aahhgg,https://www.imdb.com/title/tt0097285/,movie,3.1,84.0,1989,Comedy,61,,José Truchado
652,653,tt2401807,2020-01-28,2020-01-28,"When the daughter of a reformed criminal is kidnapped, he rounds up his old crew and seeks his own brand of justice.",Tokarev,https://www.imdb.com/title/tt2401807/,movie,5.0,98.0,2014,"Action, Thriller",24840,2014-01-31,Paco Cabezas
653,654,tt0092969,2020-02-05,2020-02-05,An insurance salesman inadvertently gets trapped after dark in an apartment building that is terrorized by a street gang called &quot;The Vampires.&quot;,Enemy Territory,https://www.imdb.com/title/tt0092969/,movie,6.2,89.0,1987,"Action, Crime, Drama, Thriller",890,1987-05-22,Peter Manoogian
654,655,tt0067713,2020-02-09,2020-02-09,"A young man, Paul Carlson, is on a trip and spends the night at Count Dracula&apos;s castle. He is murdered. After some time has passed, the young man&apos;s brother Simon comes to the small town where all the traces end to look for him.",Scars of Dracula,https://www.imdb.com/title/tt0067713/,movie,6.1,95.0,1970,Horror,5938,1970-11-08,Roy Ward Baker
655,656,tt7336684,2020-02-11,2020-02-11,A rebel revolutionary against Franquist&apos;s dictatorship who turns deaf after a failed sabotage tries to escape from the military forces who prosecute him.,Sordo,https://www.imdb.com/title/tt7336684/,movie,5.5,121.0,2019,"Action, Drama",723,2019-03-22,Alfonso Cortés-Cavanillas
656,657,tt1179891,2020-02-16,2020-02-16,"Tom returns to his hometown on the tenth anniversary of the Valentine&apos;s night massacre that claimed the lives of 22 people. Instead of a homecoming, Tom finds himself suspected of committing the murders, and it seems like his old ...",My Bloody Valentine,https://www.imdb.com/title/tt1179891/,movie,5.4,101.0,2009,"Horror, Mystery, Thriller",58202,2009-01-08,Patrick Lussier
657,658,tt0377916,2020-02-16,2020-02-16,"Three bored roommates throw a wild weekend party full of love, sex and jealousy that will ultimately change their lives forever.",La fiesta,https://www.imdb.com/title/tt0377916/,movie,5.2,97.0,2003,Comedy,482,2003-07-06,"Carlos Villaverde, Manuel Sanabria"
658,659,tt0077188,2020-02-28,2020-02-28,A bickering couple driving cross-country pick up a murderous hitchhiker who threatens to kill them unless they take him to a sanctuary. In return he agrees to split some bank loot he has on him.,Autostop rosso sangue,https://www.imdb.com/title/tt0077188/,movie,6.8,104.0,1977,"Crime, Drama, Thriller",3017,1977-03-04,Pasquale Festa Campanile
659,660,tt8663516,2020-02-29,2020-02-29,"A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature.",Child's Play,https://www.imdb.com/title/tt8663516/,movie,5.7,90.0,2019,"Drama, Horror, Sci-Fi, Thriller",53514,2019-06-18,Lars Klevberg
660,661,tt2369135,2020-03-11,2020-03-11,"Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross-country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.",Need for Speed,https://www.imdb.com/title/tt2369135/,movie,6.4,132.0,2014,"Action, Thriller",173369,2014-03-07,Scott Waugh
661,662,tt1714203,2020-03-14,2020-03-14,"After the events at Lake Victoria, the pre-historic school of blood-thirsty piranhas make their way into a newly opened waterpark.",Piranha 3DD,https://www.imdb.com/title/tt1714203/,movie,3.8,83.0,2012,"Comedy, Horror, Sci-Fi, Thriller",43694,2012-05-11,John Gulager
662,663,tt0091707,2020-03-21,2020-03-21,"A group of high schoolers decide to stay in a natural museum after closing hours, but a newly acquired and mysterious lamp hiding a deadly force will turn the fun into horror.",The Outing,https://www.imdb.com/title/tt0091707/,movie,5.1,87.0,1987,Horror,1988,1987-04-28,Tom Daley
663,664,tt6902676,2020-03-23,2020-03-23,A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.,Guns Akimbo,https://www.imdb.com/title/tt6902676/,movie,6.3,98.0,2019,"Action, Comedy, Crime, Thriller",63550,2019-09-09,Jason Howden
664,665,tt0120458,2020-04-04,2020-04-04,"After outrunning a typhoon at sea, a strong-willed tugboat navigator and her crew discover a high-tech alien life form that&apos;s taken control of a Russian research vessel and aims to destroy on a massive scale.",Virus,https://www.imdb.com/title/tt0120458/,movie,5.0,99.0,1999,"Action, Horror, Sci-Fi, Thriller",28782,1999-01-15,John Bruno
665,666,tt7329656,2020-04-04,2020-04-04,Two sisters diving in a ruined underwater city quickly learn they&apos;ve entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.,47 Meters Down: Uncaged,https://www.imdb.com/title/tt7329656/,movie,5.0,90.0,2019,"Adventure, Drama, Horror, Thriller",28133,2019-08-13,Johannes Roberts
666,667,tt0076809,2020-04-05,2020-04-05,A mutated giant octopus wreaks havoc on a California seaside community.,Tentacoli,https://www.imdb.com/title/tt0076809/,movie,3.7,102.0,1977,"Action, Adventure, Comedy, Horror, Sci-Fi, Thriller",4073,1977-02-25,Ovidio G. Assonitis
667,668,tt8364368,2020-04-05,2020-04-05,"A young woman, while attempting to save her father during a category 5 hurricane, finds herself trapped in a flooding house and must fight for her life against alligators.",Crawl,https://www.imdb.com/title/tt8364368/,movie,6.1,87.0,2019,"Action, Adventure, Horror, Thriller",87155,2019-07-10,Alexandre Aja
